Gene::701	Pathway::PC7_6941
Gene::10383	Pathway::PC7_4011
Gene::8945	Pathway::PC7_2519
Gene::29882	Pathway::PC7_5049
Gene::153	Pathway::WP3298_r84382
Gene::11200	Pathway::PC7_3855
Gene::55334	Pathway::WP3529_r84285
Gene::10055	Pathway::PC7_6540
Gene::6204	Pathway::PC7_5330
Gene::6616	Pathway::PC7_2647
Gene::805	Pathway::PC7_1529
Gene::200010	Pathway::PC7_5322
Gene::23404	Pathway::PC7_8429
Gene::9843	Pathway::PC7_8339
Gene::152831	Pathway::PC7_7478
Gene::10092	Pathway::WP2272_r78594
Gene::7545	Pathway::WP2064_r79263
Gene::3133	Pathway::PC7_4688
Gene::8826	Pathway::PC7_5322
Gene::3274	Pathway::PC7_3994
Gene::7321	Pathway::PC7_5530
Gene::442191	Pathway::PC7_7439
Gene::8890	Pathway::PC7_6867
Gene::8178	Pathway::PC7_4112
Gene::23198	Pathway::PC7_7458
Gene::51362	Pathway::PC7_4112
Gene::50940	Pathway::PC7_5948
Gene::5770	Pathway::PC7_4688
Gene::8346	Pathway::PC7_2570
Gene::2530	Pathway::PC7_8361
Gene::9927	Pathway::PC7_3869
Gene::5731	Pathway::PC7_4044
Gene::5950	Pathway::PC7_6947
Gene::4790	Pathway::WP2064_r79263
Gene::408	Pathway::PC7_4639
Gene::1174	Pathway::PC7_5307
Gene::818	Pathway::PC7_4773
Gene::11335	Pathway::PC7_4112
Gene::6263	Pathway::WP536_r80211
Gene::2785	Pathway::PC7_3991
Gene::5295	Pathway::WP22_r79264
Gene::5627	Pathway::PC7_2671
Gene::355	Pathway::PC7_2506
Gene::861	Pathway::PC7_8681
Gene::51253	Pathway::PC7_5524
Gene::389421	Pathway::WP2406_r73324
Gene::6526	Pathway::PC7_8352
Gene::10803	Pathway::WP455_r81793
Gene::22803	Pathway::PC7_1817
Gene::6199	Pathway::PC7_6157
Gene::150	Pathway::PC7_4449
Gene::4782	Pathway::PC7_6797
Gene::59349	Pathway::PC7_6815
Gene::4690	Pathway::PC7_4688
Gene::113457	Pathway::PC7_6642
Gene::2150	Pathway::PC7_4044
Gene::7251	Pathway::PC7_5308
Gene::7525	Pathway::PC7_7439
Gene::43	Pathway::PC7_1178
Gene::9343	Pathway::PC7_12073
Gene::8337	Pathway::PC7_2570
Gene::5203	Pathway::PC7_2685
Gene::26224	Pathway::PC7_6642
Gene::4548	Pathway::WP1533_r82707
Gene::54600	Pathway::WP694_r67062
Gene::1820	Pathway::PC7_3277
Gene::27190	Pathway::WP2873_r79696
Gene::10421	Pathway::PC7_6589
Gene::604	Pathway::WP23_r79985
Gene::2683	Pathway::PC7_5678
Gene::9261	Pathway::PC7_8295
Gene::8714	Pathway::WP2875_r79890
Gene::1045	Pathway::PC7_7767
Gene::1839	Pathway::PC7_3700
Gene::3669	Pathway::PC7_4772
Gene::8100	Pathway::PC7_7439
Gene::6429	Pathway::PC7_6801
Gene::23595	Pathway::PC7_1818
Gene::30814	Pathway::PC7_1561
Gene::3557	Pathway::WP2034_r80016
Gene::5290	Pathway::PC7_3885
Gene::60	Pathway::PC7_6566
Gene::5604	Pathway::PC7_2907
Gene::83539	Pathway::PC7_2569
Gene::5648	Pathway::WP558_r79680
Gene::81876	Pathway::PC7_5534
Gene::4161	Pathway::WP24_r79999
Gene::5908	Pathway::PC7_4063
Gene::7360	Pathway::WP500_r63201
Gene::2101	Pathway::PC7_6057
Gene::348995	Pathway::PC7_4729
Gene::3915	Pathway::PC7_5968
Gene::5710	Pathway::PC7_1877
Gene::1984	Pathway::PC7_5330
Gene::88	Pathway::PC7_8629
Gene::10890	Pathway::PC7_5307
Gene::22999	Pathway::WP2267_r78595
Gene::3663	Pathway::PC7_4688
Gene::3745	Pathway::PC7_4754
Gene::84634	Pathway::PC7_6396
Gene::207	Pathway::PC7_7042
Gene::8294	Pathway::PC7_2674
Gene::5290	Pathway::PC7_6507
Gene::8501	Pathway::PC7_8354
Gene::55879	Pathway::PC7_4016
Gene::5714	Pathway::PC7_5324
Gene::10097	Pathway::PC7_6141
Gene::7334	Pathway::PC7_4653
Gene::3284	Pathway::PC7_4160
Gene::2027	Pathway::PC7_4207
Gene::55163	Pathway::PC7_5322
Gene::836	Pathway::WP2431_r84650
Gene::7057	Pathway::PC7_4449
Gene::140453	Pathway::PC7_8155
Gene::5695	Pathway::PC7_2519
Gene::6300	Pathway::WP1449_r81172
Gene::6727	Pathway::PC7_5330
Gene::122618	Pathway::PC7_3886
Gene::4615	Pathway::PC7_2910
Gene::9295	Pathway::PC7_6589
Gene::3008	Pathway::PC7_2949
Gene::4255	Pathway::PC7_2948
Gene::30817	Pathway::PC7_7457
Gene::4199	Pathway::PC7_3882
Gene::5695	Pathway::PC7_6875
Gene::6883	Pathway::PC7_4948
Gene::4919	Pathway::PC7_6108
Gene::5159	Pathway::PC7_5772
Gene::3568	Pathway::WP286_r78583
Gene::9023	Pathway::PC7_5322
Gene::5298	Pathway::PC7_5326
Gene::3120	Pathway::PC7_5157
Gene::64857	Pathway::PC7_7457
Gene::254531	Pathway::PC7_1562
Gene::5979	Pathway::PC7_6542
Gene::552	Pathway::WP455_r81793
Gene::5709	Pathway::PC7_1131
Gene::22901	Pathway::PC7_6540
Gene::6227	Pathway::PC7_8332
Gene::29904	Pathway::PC7_7048
Gene::5867	Pathway::PC7_7495
Gene::29945	Pathway::PC7_5535
Gene::4313	Pathway::PC7_3855
Gene::414325	Pathway::PC7_2064
Gene::6776	Pathway::PC7_2373
Gene::1019	Pathway::PC7_5528
Gene::245910	Pathway::PC7_3046
Gene::6233	Pathway::PC7_2520
Gene::5717	Pathway::PC7_2519
Gene::5156	Pathway::PC7_7463
Gene::6772	Pathway::PC7_3424
Gene::6714	Pathway::PC7_5697
Gene::4998	Pathway::WP2446_r84651
Gene::23244	Pathway::PC7_3703
Gene::23345	Pathway::PC7_2519
Gene::344	Pathway::WP430_r82344
Gene::3357	Pathway::PC7_3993
Gene::6387	Pathway::PC7_4044
Gene::23098	Pathway::PC7_8288
Gene::5595	Pathway::WP1544_r84696
Gene::8772	Pathway::PC7_5708
Gene::5683	Pathway::PC7_1672
Gene::5928	Pathway::PC7_4002
Gene::4987	Pathway::WP3594_r84573
Gene::1956	Pathway::WP2870_r79555
Gene::6169	Pathway::PC7_4112
Gene::83658	Pathway::PC7_7795
Gene::1141	Pathway::PC7_5887
Gene::572	Pathway::WP1772_r84701
Gene::6714	Pathway::PC7_2928
Gene::84987	Pathway::PC7_6065
Gene::6041	Pathway::PC7_4771
Gene::26333	Pathway::PC7_6044
Gene::7057	Pathway::PC7_7721
Gene::2805	Pathway::PC7_4207
Gene::1211	Pathway::PC7_4727
Gene::1278	Pathway::PC7_4762
Gene::3799	Pathway::PC7_6395
Gene::55117	Pathway::PC7_1632
Gene::653689	Pathway::WP702_r73516
Gene::5595	Pathway::PC7_8431
Gene::3776	Pathway::PC7_5887
Gene::7321	Pathway::PC7_2532
Gene::3516	Pathway::PC7_2681
Gene::5910	Pathway::PC7_6891
Gene::6209	Pathway::PC7_3278
Gene::2793	Pathway::PC7_8339
Gene::5692	Pathway::PC7_2830
Gene::4001	Pathway::PC7_5273
Gene::4318	Pathway::PC7_3065
Gene::89780	Pathway::PC7_7484
Gene::9402	Pathway::PC7_7787
Gene::3990	Pathway::PC7_5326
Gene::6470	Pathway::PC7_5325
Gene::55914	Pathway::WP1433_r83527
Gene::5694	Pathway::PC7_2521
Gene::3265	Pathway::PC7_6533
Gene::1903	Pathway::PC7_4043
Gene::115111	Pathway::PC7_7290
Gene::50855	Pathway::PC7_5882
Gene::2255	Pathway::PC7_6157
Gene::3551	Pathway::WP2795_r78544
Gene::5696	Pathway::PC7_2830
Gene::5606	Pathway::PC7_10442
Gene::9564	Pathway::PC7_4449
Gene::7157	Pathway::PC7_2529
Gene::215	Pathway::PC7_967
Gene::1050	Pathway::WP395_r79978
Gene::4940	Pathway::PC7_4772
Gene::27063	Pathway::PC7_5322
Gene::4887	Pathway::PC7_2620
Gene::4175	Pathway::PC7_1554
Gene::10181	Pathway::PC7_12073
Gene::7494	Pathway::PC7_8786
Gene::259286	Pathway::PC7_4044
Gene::32	Pathway::PC7_4690
Gene::10393	Pathway::PC7_5535
Gene::5717	Pathway::PC7_11384
Gene::2787	Pathway::PC7_983
Gene::8737	Pathway::PC7_8061
Gene::2932	Pathway::PC7_4161
Gene::57030	Pathway::WP2267_r78595
Gene::5898	Pathway::PC7_6916
Gene::1650	Pathway::PC7_7357
Gene::4773	Pathway::WP2795_r78544
Gene::4609	Pathway::PC7_3803
Gene::2288	Pathway::PC7_4161
Gene::6598	Pathway::PC7_2570
Gene::5291	Pathway::PC7_2255
Gene::54894	Pathway::PC7_12487
Gene::84172	Pathway::PC7_5966
Gene::7318	Pathway::PC7_6786
Gene::9134	Pathway::PC7_4005
Gene::3020	Pathway::PC7_6072
Gene::389	Pathway::PC7_2373
Gene::2254	Pathway::PC7_7446
Gene::8344	Pathway::PC7_7426
Gene::9818	Pathway::PC7_4112
Gene::396	Pathway::PC7_1867
Gene::824	Pathway::WP2059_r82906
Gene::9356	Pathway::PC7_8352
Gene::1464	Pathway::PC7_5322
Gene::57834	Pathway::PC7_5326
Gene::5716	Pathway::PC7_1214
Gene::23193	Pathway::PC7_5330
Gene::5528	Pathway::PC7_1118
Gene::53343	Pathway::PC7_5322
Gene::5699	Pathway::PC7_5530
Gene::95681	Pathway::PC7_5529
Gene::6844	Pathway::PC7_8304
Gene::5710	Pathway::PC7_1537
Gene::3978	Pathway::PC7_2521
Gene::126410	Pathway::PC7_2098
Gene::23279	Pathway::PC7_5324
Gene::2746	Pathway::PC7_1629
Gene::7099	Pathway::WP75_r83867
Gene::9508	Pathway::PC7_5330
Gene::5720	Pathway::PC7_7024
Gene::5692	Pathway::PC7_3061
Gene::108	Pathway::PC7_3386
Gene::5155	Pathway::PC7_4741
Gene::1632	Pathway::PC7_5513
Gene::26523	Pathway::PC7_6072
Gene::285175	Pathway::PC7_7681
Gene::960	Pathway::PC7_4449
Gene::6192	Pathway::PC7_3774
Gene::2520	Pathway::PC7_7457
Gene::996	Pathway::PC7_1563
Gene::3693	Pathway::PC7_2705
Gene::5155	Pathway::PC7_7463
Gene::2249	Pathway::PC7_7463
Gene::6206	Pathway::PC7_5330
Gene::2587	Pathway::WP455_r81793
Gene::10603	Pathway::WP304_r78799
Gene::94235	Pathway::PC7_8340
Gene::23332	Pathway::PC7_2519
Gene::5460	Pathway::WP2857_r80151
Gene::161	Pathway::PC7_5890
Gene::8970	Pathway::PC7_11610
Gene::2618	Pathway::WP241_r83818
Gene::5705	Pathway::PC7_7439
Gene::7529	Pathway::PC7_4785
Gene::6925	Pathway::WP2355_r79973
Gene::539	Pathway::WP111_r82216
Gene::7040	Pathway::PC7_3278
Gene::2255	Pathway::PC7_2679
Gene::5699	Pathway::PC7_7230
Gene::6194	Pathway::PC7_4727
Gene::805	Pathway::PC7_4688
Gene::2719	Pathway::PC7_7439
Gene::8351	Pathway::PC7_4112
Gene::55967	Pathway::PC7_8229
Gene::6122	Pathway::PC7_5973
Gene::51160	Pathway::PC7_1810
Gene::51529	Pathway::PC7_5527
Gene::5720	Pathway::PC7_7458
Gene::5516	Pathway::PC7_7484
Gene::140	Pathway::PC7_7457
Gene::51130	Pathway::PC7_4688
Gene::2967	Pathway::PC7_3968
Gene::9612	Pathway::PC7_4116
Gene::57514	Pathway::PC7_7439
Gene::5859	Pathway::PC7_5518
Gene::3479	Pathway::PC7_7265
Gene::5719	Pathway::PC7_6108
Gene::2918	Pathway::PC7_7457
Gene::5728	Pathway::WP313_r79946
Gene::51013	Pathway::PC7_2164
Gene::6233	Pathway::PC7_5561
Gene::5155	Pathway::PC7_7269
Gene::3084	Pathway::PC7_7478
Gene::4833	Pathway::PC7_7723
Gene::83439	Pathway::PC7_2393
Gene::6482	Pathway::PC7_5322
Gene::1291	Pathway::PC7_5698
Gene::301	Pathway::PC7_4107
Gene::6303	Pathway::PC7_5329
Gene::3918	Pathway::PC7_1657
Gene::5002	Pathway::PC7_6061
Gene::467	Pathway::PC7_1181
Gene::6947	Pathway::WP1533_r82707
Gene::4998	Pathway::WP466_r79981
Gene::9296	Pathway::PC7_4806
Gene::1463	Pathway::PC7_7720
Gene::8480	Pathway::PC7_8347
Gene::2792	Pathway::PC7_2393
Gene::6480	Pathway::PC7_7764
Gene::3452	Pathway::PC7_3327
Gene::6882	Pathway::PC7_8319
Gene::6774	Pathway::WP2868_r78079
Gene::6019	Pathway::PC7_7457
Gene::7189	Pathway::PC7_12283
Gene::10197	Pathway::PC7_7231
Gene::4671	Pathway::WP1772_r84701
Gene::4793	Pathway::WP231_r81070
Gene::8480	Pathway::PC7_4729
Gene::5770	Pathway::PC7_5673
Gene::23404	Pathway::PC7_8631
Gene::140885	Pathway::PC7_4449
Gene::51639	Pathway::PC7_6589
Gene::57804	Pathway::PC7_6596
Gene::2783	Pathway::PC7_4754
Gene::6564	Pathway::PC7_7290
Gene::2785	Pathway::PC7_5890
Gene::5644	Pathway::PC7_3017
Gene::84033	Pathway::PC7_6894
Gene::112	Pathway::PC7_1577
Gene::1026	Pathway::PC7_2625
Gene::10371	Pathway::PC7_7425
Gene::2782	Pathway::PC7_6098
Gene::483	Pathway::PC7_4449
Gene::5717	Pathway::PC7_2520
Gene::4171	Pathway::WP179_r70629
Gene::94235	Pathway::PC7_3994
Gene::7532	Pathway::PC7_4619
Gene::6996	Pathway::PC7_2034
Gene::5770	Pathway::PC7_4574
Gene::8350	Pathway::PC7_4308
Gene::8368	Pathway::PC7_4308
Gene::2033	Pathway::PC7_2681
Gene::57758	Pathway::PC7_6925
Gene::8526	Pathway::PC7_4107
Gene::5708	Pathway::PC7_6054
Gene::5438	Pathway::PC7_8609
Gene::4342	Pathway::WP3527_r84571
Gene::1439	Pathway::PC7_4780
Gene::11004	Pathway::PC7_7427
Gene::5265	Pathway::PC7_6514
Gene::50636	Pathway::PC7_7681
Gene::6387	Pathway::PC7_6396
Gene::5880	Pathway::PC7_1863
Gene::3113	Pathway::PC7_3324
Gene::5701	Pathway::PC7_1130
Gene::25904	Pathway::PC7_4112
Gene::5699	Pathway::PC7_12274
Gene::23511	Pathway::PC7_2521
Gene::6195	Pathway::WP2946_r83779
Gene::3643	Pathway::PC7_7493
Gene::1543	Pathway::WP3298_r84382
Gene::488	Pathway::PC7_6869
Gene::5467	Pathway::PC7_5326
Gene::1285	Pathway::WP2572_r79947
Gene::55290	Pathway::PC7_4112
Gene::5557	Pathway::PC7_4951
Gene::784	Pathway::WP289_r81078
Gene::79109	Pathway::PC7_1563
Gene::79339	Pathway::PC7_7439
Gene::1401	Pathway::WP1533_r82707
Gene::51053	Pathway::PC7_1818
Gene::1586	Pathway::PC7_1658
Gene::10291	Pathway::PC7_6589
Gene::54567	Pathway::PC7_2680
Gene::196883	Pathway::PC7_2924
Gene::120586	Pathway::PC7_7439
Gene::5000	Pathway::WP466_r79981
Gene::26539	Pathway::WP455_r81793
Gene::4790	Pathway::WP710_r79974
Gene::5034	Pathway::PC7_2576
Gene::23169	Pathway::PC7_5322
Gene::56605	Pathway::PC7_6395
Gene::56547	Pathway::WP129_r72054
Gene::5903	Pathway::PC7_6941
Gene::2212	Pathway::PC7_4688
Gene::64976	Pathway::PC7_5523
Gene::115361	Pathway::PC7_4688
Gene::6234	Pathway::PC7_685
Gene::51773	Pathway::PC7_2575
Gene::10714	Pathway::PC7_4946
Gene::3055	Pathway::PC7_5871
Gene::7343	Pathway::PC7_3682
Gene::51433	Pathway::PC7_2518
Gene::22949	Pathway::PC7_1693
Gene::3717	Pathway::PC7_4779
Gene::6997	Pathway::PC7_6920
Gene::6821	Pathway::PC7_5322
Gene::2230	Pathway::PC7_5332
Gene::4240	Pathway::PC7_8680
Gene::92283	Pathway::PC7_4112
Gene::2998	Pathway::WP481_r82731
Gene::7314	Pathway::PC7_12285
Gene::6915	Pathway::PC7_7457
Gene::23305	Pathway::PC7_7765
Gene::2252	Pathway::PC7_1518
Gene::64965	Pathway::PC7_5523
Gene::23539	Pathway::PC7_6669
Gene::3915	Pathway::PC7_4917
Gene::5028	Pathway::PC7_4107
Gene::23112	Pathway::PC7_3325
Gene::11253	Pathway::PC7_1750
Gene::10403	Pathway::PC7_1856
Gene::6223	Pathway::PC7_5324
Gene::3767	Pathway::PC7_6909
Gene::949	Pathway::PC7_5326
Gene::9521	Pathway::PC7_2912
Gene::2885	Pathway::PC7_6157
Gene::8345	Pathway::PC7_6923
Gene::196883	Pathway::PC7_3328
Gene::9630	Pathway::PC7_4638
Gene::10678	Pathway::PC7_2500
Gene::2475	Pathway::PC7_7463
Gene::7297	Pathway::WP585_r80201
Gene::2266	Pathway::PC7_4637
Gene::2230	Pathway::PC7_2905
Gene::3761	Pathway::PC7_2628
Gene::81168	Pathway::PC7_6044
Gene::7403	Pathway::WP2857_r80151
Gene::9630	Pathway::PC7_6507
Gene::6152	Pathway::PC7_6393
Gene::5719	Pathway::PC7_4688
Gene::5699	Pathway::PC7_2623
Gene::51497	Pathway::PC7_4948
Gene::2250	Pathway::PC7_5876
Gene::55958	Pathway::PC7_1672
Gene::5978	Pathway::PC7_4334
Gene::8074	Pathway::PC7_3328
Gene::10971	Pathway::PC7_8337
Gene::6776	Pathway::PC7_4780
Gene::4738	Pathway::PC7_7796
Gene::3672	Pathway::PC7_4449
Gene::6566	Pathway::PC7_6669
Gene::85465	Pathway::WP15_r82705
Gene::1468	Pathway::PC7_4162
Gene::4092	Pathway::PC7_7795
Gene::2065	Pathway::WP2864_r79278
Gene::6714	Pathway::PC7_5876
Gene::23774	Pathway::PC7_4308
Gene::5983	Pathway::PC7_2950
Gene::4985	Pathway::PC7_7439
Gene::3032	Pathway::PC7_1556
Gene::10783	Pathway::PC7_2521
Gene::6753	Pathway::PC7_7457
Gene::5566	Pathway::PC7_7445
Gene::10166	Pathway::PC7_8635
Gene::1978	Pathway::WP2380_r79953
Gene::401541	Pathway::PC7_5531
Gene::9688	Pathway::PC7_8339
Gene::3804	Pathway::PC7_4689
Gene::3458	Pathway::WP530_r79331
Gene::5031	Pathway::WP80_r68938
Gene::2972	Pathway::PC7_6797
Gene::3845	Pathway::PC7_3084
Gene::79084	Pathway::PC7_2570
Gene::6819	Pathway::PC7_5322
Gene::128312	Pathway::PC7_7272
Gene::1643	Pathway::PC7_3277
Gene::55802	Pathway::PC7_5327
Gene::253430	Pathway::PC7_5322
Gene::10892	Pathway::PC7_4688
Gene::10623	Pathway::PC7_2910
Gene::5277	Pathway::PC7_6539
Gene::7531	Pathway::PC7_5029
Gene::3371	Pathway::PC7_7721
Gene::2551	Pathway::PC7_5515
Gene::4734	Pathway::PC7_4688
Gene::6453	Pathway::PC7_3415
Gene::5648	Pathway::PC7_4741
Gene::3118	Pathway::PC7_4115
Gene::219957	Pathway::PC7_7439
Gene::5211	Pathway::PC7_3278
Gene::201164	Pathway::PC7_4262
Gene::1233	Pathway::WP455_r81793
Gene::10320	Pathway::WP2849_r84764
Gene::8354	Pathway::PC7_6815
Gene::81929	Pathway::PC7_4492
Gene::7531	Pathway::PC7_3980
Gene::2065	Pathway::PC7_7445
Gene::6878	Pathway::PC7_4948
Gene::9045	Pathway::PC7_8331
Gene::8357	Pathway::PC7_6794
Gene::51455	Pathway::PC7_2946
Gene::391189	Pathway::PC7_7439
Gene::100506658	Pathway::PC7_1689
Gene::2247	Pathway::PC7_4663
Gene::5601	Pathway::WP382_r79951
Gene::5740	Pathway::PC7_6432
Gene::92	Pathway::PC7_1104
Gene::5595	Pathway::PC7_7040
Gene::84335	Pathway::PC7_7448
Gene::117	Pathway::PC7_5772
Gene::5599	Pathway::PC7_2526
Gene::1030	Pathway::PC7_6913
Gene::7270	Pathway::PC7_5966
Gene::3716	Pathway::PC7_3278
Gene::25759	Pathway::PC7_4583
Gene::891	Pathway::WP45_r80001
Gene::863	Pathway::WP2849_r84764
Gene::25782	Pathway::PC7_3632
Gene::10090	Pathway::PC7_2569
Gene::5573	Pathway::PC7_6172
Gene::9626	Pathway::PC7_8231
Gene::2068	Pathway::WP405_r73594
Gene::9495	Pathway::PC7_5887
Gene::8021	Pathway::PC7_5534
Gene::81849	Pathway::PC7_6540
Gene::3421	Pathway::PC7_5322
Gene::898	Pathway::PC7_12078
Gene::8370	Pathway::PC7_7272
Gene::1027	Pathway::PC7_2830
Gene::79788	Pathway::PC7_4112
Gene::3141	Pathway::PC7_3017
Gene::55062	Pathway::PC7_8786
Gene::3419	Pathway::WP2453_r80143
Gene::5281	Pathway::PC7_6539
Gene::10454	Pathway::PC7_2012
Gene::3320	Pathway::PC7_4761
Gene::8945	Pathway::PC7_1213
Gene::105372382	Pathway::PC7_3993
Gene::720	Pathway::WP545_r82142
Gene::1520	Pathway::PC7_2670
Gene::29074	Pathway::PC7_5522
Gene::5290	Pathway::PC7_8430
Gene::9353	Pathway::PC7_4692
Gene::5721	Pathway::PC7_1521
Gene::257397	Pathway::PC7_8288
Gene::6209	Pathway::PC7_5973
Gene::5567	Pathway::PC7_4754
Gene::5713	Pathway::PC7_6877
Gene::7094	Pathway::PC7_3084
Gene::8366	Pathway::PC7_7439
Gene::9372	Pathway::WP366_r84196
Gene::4041	Pathway::WP428_r79854
Gene::2787	Pathway::PC7_4158
Gene::2268	Pathway::PC7_3678
Gene::2885	Pathway::PC7_1987
Gene::54487	Pathway::WP2805_r81654
Gene::1510	Pathway::PC7_5157
Gene::25776	Pathway::PC7_7439
Gene::5591	Pathway::WP3594_r84573
Gene::3106	Pathway::PC7_1563
Gene::8666	Pathway::PC7_3963
Gene::5567	Pathway::PC7_6173
Gene::6532	Pathway::WP706_r80056
Gene::5708	Pathway::PC7_2520
Gene::2797	Pathway::PC7_7457
Gene::7769	Pathway::PC7_4112
Gene::51332	Pathway::PC7_4765
Gene::5701	Pathway::PC7_1118
Gene::9348	Pathway::PC7_4451
Gene::6720	Pathway::WP1403_r79471
Gene::5683	Pathway::PC7_2520
Gene::2786	Pathway::PC7_4786
Gene::25885	Pathway::WP405_r73594
Gene::8660	Pathway::PC7_7447
Gene::7409	Pathway::PC7_6896
Gene::5520	Pathway::PC7_5530
Gene::1871	Pathway::PC7_2952
Gene::1398	Pathway::PC7_1599
Gene::7074	Pathway::PC7_1696
Gene::90423	Pathway::PC7_3278
Gene::8664	Pathway::PC7_8332
Gene::348995	Pathway::PC7_4112
Gene::26211	Pathway::PC7_6044
Gene::23511	Pathway::PC7_5534
Gene::9440	Pathway::PC7_3084
Gene::4129	Pathway::PC7_1598
Gene::908	Pathway::PC7_3974
Gene::126123	Pathway::PC7_7647
Gene::79465	Pathway::PC7_4688
Gene::7343	Pathway::PC7_6791
Gene::9619	Pathway::PC7_4970
Gene::4974	Pathway::PC7_12280
Gene::199	Pathway::WP2431_r84650
Gene::2534	Pathway::PC7_3084
Gene::5290	Pathway::PC7_4574
Gene::5293	Pathway::WP1544_r84696
Gene::4609	Pathway::PC7_12279
Gene::392309	Pathway::PC7_7457
Gene::2902	Pathway::WP2059_r82906
Gene::5720	Pathway::PC7_2623
Gene::5170	Pathway::PC7_4583
Gene::8352	Pathway::PC7_1655
Gene::5335	Pathway::PC7_7475
Gene::64078	Pathway::PC7_8339
Gene::6133	Pathway::PC7_3963
Gene::2308	Pathway::PC7_3980
Gene::5465	Pathway::PC7_6910
Gene::5605	Pathway::PC7_4062
Gene::2966	Pathway::PC7_6801
Gene::9034	Pathway::PC7_2543
Gene::5693	Pathway::PC7_7427
Gene::5602	Pathway::PC7_5560
Gene::4701	Pathway::WP623_r79961
Gene::8349	Pathway::PC7_5966
Gene::808	Pathway::PC7_5551
Gene::4319	Pathway::PC7_1536
Gene::898	Pathway::WP2377_r80437
Gene::6549	Pathway::PC7_8354
Gene::7855	Pathway::PC7_12487
Gene::100137049	Pathway::PC7_5322
Gene::118430	Pathway::PC7_8155
Gene::5576	Pathway::PC7_4157
Gene::2052	Pathway::WP696_r72081
Gene::5708	Pathway::PC7_6897
Gene::2475	Pathway::PC7_2701
Gene::140	Pathway::WP455_r81793
Gene::5087	Pathway::WP706_r80056
Gene::8897	Pathway::PC7_5326
Gene::1909	Pathway::WP117_r82985
Gene::5173	Pathway::PC7_6050
Gene::8355	Pathway::PC7_6791
Gene::23636	Pathway::PC7_8343
Gene::129401	Pathway::PC7_5990
Gene::3357	Pathway::PC7_1624
Gene::7157	Pathway::PC7_1684
Gene::64170	Pathway::PC7_5779
Gene::1063	Pathway::PC7_6941
Gene::2250	Pathway::PC7_3822
Gene::6714	Pathway::PC7_3419
Gene::56992	Pathway::PC7_4688
Gene::5526	Pathway::WP500_r63201
Gene::123263	Pathway::PC7_6057
Gene::4099	Pathway::PC7_2525
Gene::1027	Pathway::PC7_3278
Gene::2305	Pathway::PC7_4011
Gene::23396	Pathway::PC7_3084
Gene::348303	Pathway::WP15_r82705
Gene::7529	Pathway::PC7_7445
Gene::8342	Pathway::PC7_6923
Gene::92086	Pathway::WP2884_r83041
Gene::740	Pathway::PC7_6057
Gene::1639	Pathway::PC7_5157
Gene::7409	Pathway::PC7_7439
Gene::7471	Pathway::PC7_2170
Gene::7474	Pathway::PC7_3278
Gene::5983	Pathway::PC7_4951
Gene::339403	Pathway::PC7_6924
Gene::9080	Pathway::PC7_2527
Gene::9744	Pathway::PC7_1698
Gene::7531	Pathway::PC7_2625
Gene::2917	Pathway::PC7_4043
Gene::3554	Pathway::PC7_7461
Gene::7054	Pathway::PC7_1123
Gene::2779	Pathway::PC7_7439
Gene::8344	Pathway::PC7_5273
Gene::8347	Pathway::PC7_6923
Gene::10849	Pathway::PC7_6794
Gene::142678	Pathway::PC7_2681
Gene::8347	Pathway::PC7_6233
Gene::5320	Pathway::PC7_7742
Gene::3665	Pathway::WP254_r84652
Gene::3012	Pathway::PC7_3278
Gene::4174	Pathway::PC7_2519
Gene::7712	Pathway::PC7_4112
Gene::207	Pathway::WP1559_r84698
Gene::6233	Pathway::PC7_8332
Gene::63875	Pathway::PC7_5524
Gene::51107	Pathway::PC7_7472
Gene::29984	Pathway::PC7_6957
Gene::81035	Pathway::PC7_7392
Gene::3337	Pathway::WP2884_r83041
Gene::3716	Pathway::PC7_7463
Gene::166012	Pathway::PC7_3018
Gene::3066	Pathway::PC7_5783
Gene::3265	Pathway::PC7_7444
Gene::147	Pathway::WP536_r80211
Gene::9061	Pathway::PC7_8342
Gene::796	Pathway::PC7_4043
Gene::5716	Pathway::PC7_6897
Gene::3569	Pathway::PC7_7463
Gene::19	Pathway::PC7_6828
Gene::9559	Pathway::PC7_8771
Gene::7157	Pathway::WP1971_r82939
Gene::207	Pathway::PC7_2251
Gene::5706	Pathway::PC7_1130
Gene::10000	Pathway::PC7_6898
Gene::10458	Pathway::WP51_r79977
Gene::29093	Pathway::PC7_6057
Gene::51025	Pathway::PC7_5330
Gene::1387	Pathway::PC7_3980
Gene::1675	Pathway::PC7_4688
Gene::3716	Pathway::PC7_2907
Gene::25836	Pathway::PC7_2661
Gene::641	Pathway::PC7_5271
Gene::3297	Pathway::PC7_6883
Gene::3251	Pathway::PC7_5322
Gene::7321	Pathway::PC7_1521
Gene::8367	Pathway::PC7_4112
Gene::3572	Pathway::PC7_7463
Gene::5519	Pathway::PC7_2519
Gene::6890	Pathway::PC7_3277
Gene::186	Pathway::PC7_7439
Gene::9014	Pathway::PC7_5966
Gene::1108	Pathway::PC7_4334
Gene::4141	Pathway::PC7_4112
Gene::5594	Pathway::PC7_7436
Gene::1019	Pathway::PC7_2570
Gene::53981	Pathway::PC7_2634
Gene::170689	Pathway::PC7_5999
Gene::402317	Pathway::PC7_6044
Gene::4968	Pathway::PC7_3283
Gene::1158	Pathway::PC7_2703
